Elevation,LST,NDVI,NDWI,Rainfall,VH,VV,soil_moisture,.geo
94,30.49363636363637,0.1787206685953069,-0.2355641662805879,0.180981159210205,-18.023089045128906,-10.66751202428839,6.575532913208008,"{""type"":""Point"",""coordinates"":[86.87372978371208,24.906384733913338]}"
57,30.064838709677478,0.2480657878189741,-0.2456589731608405,0.1861121505498886,-17.96686802858583,-10.53959698104008,9.319295883178713,"{""type"":""Point"",""coordinates"":[84.92907060724198,25.95848529507599]}"
55,29.467037037037077,0.2670858959297906,-0.2861952861952861,0.168071761727333,-16.627233670373307,-10.03798123452974,6.737573146820068,"{""type"":""Point"",""coordinates"":[85.93282136467741,26.215777901792755]}"
75,31.31222222222226,0.2133209312075041,-0.2645413931337316,0.1268702745437622,-17.39842356578383,-10.137808287858771,7.790615081787109,"{""type"":""Point"",""coordinates"":[84.03193639417448,25.351577110044765]}"
1850,20.3368421052632,0.3659417672133516,-0.3166655059544536,0.2056750655174255,-12.031136986925713,-4.697558319665302,17.257890701293945,"{""type"":""Point"",""coordinates"":[86.90305648717147,27.217000108267907]}"
53,28.647333333333396,0.2905142533776614,-0.2670324328078339,0.1849382817745208,-15.6288401185204,-8.297006793840604,8.668513298034668,"{""type"":""Point"",""coordinates"":[85.79226987929192,25.905185571605493]}"
77,29.948125000000005,0.2171696530932869,-0.2747869749418402,0.1595392376184463,-17.653921335319,-10.51572470625413,7.934566497802734,"{""type"":""Point"",""coordinates"":[84.02681940747676,26.650304156487483]}"
1676,19.9668421052632,0.4014312489350826,-0.3771452490581833,0.1804187893867492,-13.801678041201423,-7.135588451176215,18.36909484863281,"{""type"":""Point"",""coordinates"":[87.59563319594935,27.352549717162997]}"
416,25.19150000000002,0.4244990458015268,-0.3695708265244689,0.7410077452659607,-13.590687450881491,-6.629892359192039,11.702635765075684,"{""type"":""Point"",""coordinates"":[85.81770611217021,27.259746414431703]}"
71,31.838333333333367,0.1655030668591391,-0.2335531360220825,0.1533000171184539,-19.624861084794816,-12.442606991580949,7.460619926452637,"{""type"":""Point"",""coordinates"":[84.71148299923898,25.345244277363904]}"
